Temperature,Humidity,Time
22.20,61,2026-04-27 01:20:35
22.20,61,2026-04-27 01:20:41
22.20,61,2026-04-27 01:20:47
22.20,61,2026-04-27 01:20:52
22.20,61,2026-04-27 01:20:58
22.50,61,2026-04-27 01:21:04
22.20,61,2026-04-27 01:21:09
22.20,61,2026-04-27 01:21:15
22.20,61,2026-04-27 01:21:21
22.20,61,2026-04-27 01:21:27
22.20,61,2026-04-27 01:21:32
22.20,61,2026-04-27 01:21:38
22.20,61,2026-04-27 01:21:44
22.20,61,2026-04-27 01:21:50
22.20,61,2026-04-27 01:21:55
22.20,61,2026-04-27 01:22:01
22.20,61,2026-04-27 01:22:07
22.20,61,2026-04-27 01:22:12
22.20,61,2026-04-27 01:22:18
22.20,61,2026-04-27 01:22:25
22.20,61,2026-04-27 01:22:31
22.20,61,2026-04-27 01:22:36
22.20,61,2026-04-27 01:22:43
22.20,61,2026-04-27 01:22:49
22.20,61,2026-04-27 01:22:55
22.20,61,2026-04-27 01:23:00
22.20,61,2026-04-27 01:23:06
22.20,61,2026-04-27 01:23:12
22.20,61,2026-04-27 01:23:17
22.20,61,2026-04-27 01:23:23
22.20,61,2026-04-27 01:23:29
22.20,61,2026-04-27 01:23:35
22.20,61,2026-04-27 01:23:40
22.20,61,2026-04-27 01:23:46
22.20,61,2026-04-27 01:23:52
22.20,61,2026-04-27 01:23:58
22.20,61,2026-04-27 01:24:03
22.20,61,2026-04-27 01:24:09
22.20,61,2026-04-27 01:24:15
22.20,61,2026-04-27 01:24:20
22.20,61,2026-04-27 01:24:26
22.20,61,2026-04-27 01:24:32
22.20,61,2026-04-27 01:24:38
22.20,61,2026-04-27 01:24:43
22.20,61,2026-04-27 01:24:49
22.20,61,2026-04-27 01:24:55
22.20,61,2026-04-27 01:25:01
22.50,61,2026-04-27 01:25:06
22.20,61,2026-04-27 01:25:12
22.20,61,2026-04-27 01:25:18
22.20,61,2026-04-27 01:25:24
22.20,61,2026-04-27 01:25:32
22.20,61,2026-04-27 01:25:37
22.20,61,2026-04-27 01:25:43
22.20,61,2026-04-27 01:25:49
22.20,61,2026-04-27 01:25:54
22.20,61,2026-04-27 01:26:02
22.20,61,2026-04-27 01:26:07
22.20,61,2026-04-27 01:26:13
22.20,61,2026-04-27 01:26:19
22.20,60,2026-04-27 01:26:26
22.20,61,2026-04-27 01:26:32
22.20,61,2026-04-27 01:26:38
22.20,61,2026-04-27 01:26:44
22.20,61,2026-04-27 01:26:49
22.20,61,2026-04-27 01:26:55
22.20,61,2026-04-27 01:27:01
22.50,61,2026-04-27 01:27:07
22.20,61,2026-04-27 01:27:12
22.20,61,2026-04-27 01:27:18
22.20,61,2026-04-27 01:27:24
22.20,61,2026-04-27 01:27:30
22.50,61,2026-04-27 01:27:35
22.20,61,2026-04-27 01:27:42
22.20,61,2026-04-27 01:27:47
22.20,60,2026-04-27 01:27:53
22.20,60,2026-04-27 01:27:59
22.20,60,2026-04-27 01:28:05
22.20,60,2026-04-27 01:28:11
22.50,61,2026-04-27 01:28:16
22.20,61,2026-04-27 01:28:22
22.20,60,2026-04-27 01:28:28
22.20,60,2026-04-27 01:28:34
22.20,60,2026-04-27 01:28:39
22.50,60,2026-04-27 01:28:45
22.20,60,2026-04-27 01:28:51
22.20,60,2026-04-27 01:28:57
22.20,60,2026-04-27 01:29:02
22.20,60,2026-04-27 01:29:08
22.20,60,2026-04-27 01:29:15
22.20,60,2026-04-27 01:29:20
22.20,61,2026-04-27 01:29:26
22.20,61,2026-04-27 01:29:32
22.20,61,2026-04-27 01:29:38
22.20,61,2026-04-27 01:29:43
22.20,61,2026-04-27 01:29:49
22.20,61,2026-04-27 01:29:55
22.20,61,2026-04-27 01:30:00
22.20,61,2026-04-27 01:30:08
22.20,61,2026-04-27 01:30:14
22.20,61,2026-04-27 01:30:20
22.20,61,2026-04-27 01:30:25
22.20,61,2026-04-27 01:30:31
22.20,61,2026-04-27 01:30:37
22.20,61,2026-04-27 01:30:43
22.20,62,2026-04-27 01:30:48
22.20,62,2026-04-27 01:30:54
22.20,61,2026-04-27 01:31:01
22.20,62,2026-04-27 01:31:06
22.50,62,2026-04-27 01:31:12
22.50,62,2026-04-27 01:31:18
22.50,62,2026-04-27 01:31:24
22.50,62,2026-04-27 01:31:29
22.50,62,2026-04-27 01:31:35
22.50,62,2026-04-27 01:31:41
22.50,62,2026-04-27 01:31:47
22.50,62,2026-04-27 01:31:53
22.50,62,2026-04-27 01:31:58
22.50,62,2026-04-27 01:32:04
22.50,62,2026-04-27 01:32:11
22.50,62,2026-04-27 01:32:17
22.50,62,2026-04-27 01:32:23
22.50,62,2026-04-27 01:32:29
22.50,62,2026-04-27 01:32:34
22.50,62,2026-04-27 01:32:40
22.50,62,2026-04-27 01:32:46
22.50,62,2026-04-27 01:32:52
22.50,62,2026-04-27 01:32:57
22.50,62,2026-04-27 01:33:03
22.50,62,2026-04-27 01:33:09
22.50,62,2026-04-27 01:33:15
22.70,62,2026-04-27 01:33:20
22.50,62,2026-04-27 01:33:26
22.50,62,2026-04-27 01:33:33
22.50,62,2026-04-27 01:33:38
22.50,62,2026-04-27 01:33:44
22.50,62,2026-04-27 01:33:50
22.50,62,2026-04-27 01:33:55
22.50,62,2026-04-27 01:34:01
22.50,62,2026-04-27 01:34:07
22.50,61,2026-04-27 01:34:13
22.50,61,2026-04-27 01:34:18
22.50,61,2026-04-27 01:34:24
22.50,61,2026-04-27 01:34:31
22.50,61,2026-04-27 01:34:37
22.50,61,2026-04-27 01:34:42
22.70,61,2026-04-27 01:34:48
22.50,61,2026-04-27 01:34:54
22.50,61,2026-04-27 01:35:00
22.50,61,2026-04-27 01:35:05
22.50,61,2026-04-27 01:35:11
22.50,61,2026-04-27 01:35:17
22.50,61,2026-04-27 01:35:23
22.50,61,2026-04-27 01:35:28
22.50,61,2026-04-27 01:35:34
22.50,61,2026-04-27 01:35:40
22.50,61,2026-04-27 01:35:46
22.50,62,2026-04-27 01:35:52
22.50,61,2026-04-27 01:35:58
22.50,61,2026-04-27 01:36:03
22.50,62,2026-04-27 01:36:09
22.50,62,2026-04-27 01:36:15
22.50,62,2026-04-27 01:36:21
22.50,62,2026-04-27 01:36:26
22.50,62,2026-04-27 01:36:32
22.50,62,2026-04-27 01:36:38
22.50,62,2026-04-27 01:36:44
22.50,62,2026-04-27 01:36:49
22.50,62,2026-04-27 01:36:55
22.50,62,2026-04-27 01:37:01
22.50,62,2026-04-27 01:37:07
22.50,62,2026-04-27 01:37:12
22.50,62,2026-04-27 01:37:18
22.50,62,2026-04-27 01:37:24
22.50,62,2026-04-27 01:37:29
22.70,63,2026-04-27 01:37:35
22.50,62,2026-04-27 01:37:41
22.70,62,2026-04-27 01:37:48
22.70,63,2026-04-27 01:37:53
22.70,63,2026-04-27 01:37:59
22.70,63,2026-04-27 01:38:05
22.70,63,2026-04-27 01:38:11
22.70,63,2026-04-27 01:38:16
22.70,63,2026-04-27 01:38:22
22.70,63,2026-04-27 01:38:28
22.70,63,2026-04-27 01:38:33
22.70,63,2026-04-27 01:38:39
22.70,63,2026-04-27 01:38:45
22.70,63,2026-04-27 01:38:51
22.70,63,2026-04-27 01:38:57
22.70,63,2026-04-27 01:39:03
22.70,63,2026-04-27 01:39:09
22.70,63,2026-04-27 01:39:14
22.70,63,2026-04-27 01:39:20
22.70,63,2026-04-27 01:39:26
22.70,63,2026-04-27 01:39:32
22.70,64,2026-04-27 01:39:38
22.70,64,2026-04-27 01:39:43
22.70,64,2026-04-27 01:39:49
22.70,64,2026-04-27 01:39:55
22.70,63,2026-04-27 01:40:00
22.70,63,2026-04-27 01:40:06
22.70,63,2026-04-27 01:40:13
22.70,63,2026-04-27 01:40:19
23.10,63,2026-04-27 01:40:25
23.10,63,2026-04-27 01:40:31
23.10,63,2026-04-27 01:40:36
23.10,63,2026-04-27 01:40:42
22.70,63,2026-04-27 01:40:48
23.10,63,2026-04-27 01:40:54
22.70,63,2026-04-27 01:41:00
22.70,63,2026-04-27 01:41:05
23.10,63,2026-04-27 01:41:11
22.70,63,2026-04-27 01:41:17
23.10,63,2026-04-27 01:41:23
23.10,63,2026-04-27 01:41:29
22.70,63,2026-04-27 01:41:35
23.10,63,2026-04-27 01:41:41
23.10,63,2026-04-27 01:41:46
22.70,63,2026-04-27 01:41:52
23.10,63,2026-04-27 01:41:58
23.10,63,2026-04-27 01:42:04
23.10,63,2026-04-27 01:42:11
22.70,63,2026-04-27 01:42:17
23.10,63,2026-04-27 01:42:23
23.10,63,2026-04-27 01:42:29
23.10,63,2026-04-27 01:42:34
23.10,63,2026-04-27 01:42:40
23.10,63,2026-04-27 01:42:46
23.10,63,2026-04-27 01:42:52
23.10,63,2026-04-27 01:42:58
23.10,63,2026-04-27 01:43:03
23.10,63,2026-04-27 01:43:11
23.10,63,2026-04-27 01:43:16
23.10,63,2026-04-27 01:43:22
23.10,63,2026-04-27 01:43:28
23.10,63,2026-04-27 01:43:34
22.70,63,2026-04-27 01:43:40
23.10,63,2026-04-27 01:43:45
22.70,63,2026-04-27 01:43:51
22.70,63,2026-04-27 01:43:57
22.70,63,2026-04-27 01:44:03
23.10,64,2026-04-27 01:44:08
22.70,64,2026-04-27 01:44:15
23.10,64,2026-04-27 01:44:22
23.10,64,2026-04-27 01:44:29
22.70,64,2026-04-27 01:44:36
23.10,64,2026-04-27 01:44:43
22.70,64,2026-04-27 01:44:49
23.10,64,2026-04-27 01:44:56
22.70,64,2026-04-27 01:45:03
23.10,64,2026-04-27 01:45:10
22.70,64,2026-04-27 01:45:17
23.10,64,2026-04-27 01:45:23
23.10,64,2026-04-27 01:45:30
23.10,64,2026-04-27 01:45:37
23.10,64,2026-04-27 01:45:45
23.10,64,2026-04-27 01:45:51
22.70,64,2026-04-27 01:45:58
23.10,64,2026-04-27 01:46:05
23.10,64,2026-04-27 01:46:12
23.10,64,2026-04-27 01:46:19
23.10,64,2026-04-27 01:46:26
23.10,64,2026-04-27 01:46:32
22.70,64,2026-04-27 01:46:39
23.10,64,2026-04-27 01:46:44
23.10,64,2026-04-27 01:46:50
23.10,64,2026-04-27 01:46:56
22.70,64,2026-04-27 01:47:02
23.10,64,2026-04-27 01:47:07
23.10,64,2026-04-27 01:47:13
23.10,64,2026-04-27 01:47:20
22.70,64,2026-04-27 01:47:26
23.10,64,2026-04-27 01:47:31
22.70,64,2026-04-27 01:47:37
23.10,64,2026-04-27 01:47:43
22.70,64,2026-04-27 01:47:48
22.70,64,2026-04-27 01:47:54
22.70,64,2026-04-27 01:48:00
23.10,64,2026-04-27 01:48:06
22.70,64,2026-04-27 01:48:11
23.10,64,2026-04-27 01:48:17
22.70,64,2026-04-27 01:48:23
22.70,64,2026-04-27 01:48:29
22.70,64,2026-04-27 01:48:36
23.10,64,2026-04-27 01:48:41
22.70,64,2026-04-27 01:48:48
22.70,64,2026-04-27 01:48:53
22.70,64,2026-04-27 01:48:59
22.70,64,2026-04-27 01:49:06
22.70,64,2026-04-27 01:49:11
22.70,64,2026-04-27 01:49:17
22.70,64,2026-04-27 01:49:23
23.10,64,2026-04-27 01:49:29
22.70,64,2026-04-27 01:49:36
22.70,64,2026-04-27 01:49:42
22.70,64,2026-04-27 01:49:47
23.10,64,2026-04-27 01:49:54
22.70,64,2026-04-27 01:49:59
23.10,63,2026-04-27 01:50:05
22.70,63,2026-04-27 01:50:11
23.10,63,2026-04-27 01:50:17
22.70,63,2026-04-27 01:50:22
23.10,63,2026-04-27 01:50:28
22.70,63,2026-04-27 01:50:34
23.10,63,2026-04-27 01:50:39
23.10,63,2026-04-27 01:50:47
22.70,63,2026-04-27 01:50:52
23.10,63,2026-04-27 01:50:58
23.40,63,2026-04-27 01:51:04
22.70,63,2026-04-27 01:51:09
22.70,63,2026-04-27 01:51:15
23.10,63,2026-04-27 01:51:21
22.70,63,2026-04-27 01:51:26
22.70,63,2026-04-27 01:51:32
22.70,63,2026-04-27 01:51:38
23.10,63,2026-04-27 01:51:44
23.10,63,2026-04-27 01:51:49
23.10,63,2026-04-27 01:51:57
23.10,63,2026-04-27 01:52:04
23.10,63,2026-04-27 01:52:09
23.10,63,2026-04-27 01:52:15
23.10,65,2026-04-27 01:52:22
22.70,64,2026-04-27 01:52:28
22.70,64,2026-04-27 01:52:33
22.70,64,2026-04-27 01:52:39
22.70,64,2026-04-27 01:52:45
23.10,64,2026-04-27 01:52:51
22.70,64,2026-04-27 01:52:56
22.70,64,2026-04-27 01:53:02
22.70,64,2026-04-27 01:53:10
23.10,64,2026-04-27 01:53:16
23.10,64,2026-04-27 01:53:23
22.70,64,2026-04-27 01:53:29
22.70,64,2026-04-27 01:53:34
22.70,64,2026-04-27 01:53:40
22.70,64,2026-04-27 01:53:46
22.70,64,2026-04-27 01:53:52
22.70,63,2026-04-27 01:53:57
22.70,63,2026-04-27 01:54:03
22.70,63,2026-04-27 01:54:09
22.70,63,2026-04-27 01:54:15
22.70,63,2026-04-27 01:54:21
23.10,63,2026-04-27 01:54:26
22.70,63,2026-04-27 01:54:33
23.10,64,2026-04-27 01:54:38
22.70,64,2026-04-27 01:54:44
22.70,64,2026-04-27 01:54:50
23.10,64,2026-04-27 01:54:56
23.10,64,2026-04-27 01:55:01
23.10,64,2026-04-27 01:55:07
22.70,64,2026-04-27 01:55:13
22.70,64,2026-04-27 01:55:19
22.70,64,2026-04-27 01:55:25
23.10,64,2026-04-27 01:55:30
23.10,64,2026-04-27 01:55:37
23.10,65,2026-04-27 01:55:43
22.70,64,2026-04-27 01:55:49
22.70,65,2026-04-27 01:55:55
23.10,65,2026-04-27 01:56:03
22.70,65,2026-04-27 01:56:09
22.70,64,2026-04-27 01:56:15
22.70,64,2026-04-27 01:56:21
23.10,64,2026-04-27 01:56:27
22.70,64,2026-04-27 01:56:33
23.10,64,2026-04-27 01:56:39
22.70,64,2026-04-27 01:56:44
23.10,64,2026-04-27 01:56:50
22.70,64,2026-04-27 01:56:56
22.70,64,2026-04-27 01:57:02
22.70,64,2026-04-27 01:57:08
22.70,64,2026-04-27 01:57:13
22.70,64,2026-04-27 01:57:19
22.70,64,2026-04-27 01:57:25
22.70,64,2026-04-27 01:57:32
22.70,64,2026-04-27 01:57:38
23.10,64,2026-04-27 01:57:44
22.70,64,2026-04-27 01:57:51
22.70,63,2026-04-27 01:57:57
23.10,63,2026-04-27 01:58:02
22.70,63,2026-04-27 01:58:08
22.70,63,2026-04-27 01:58:14
23.10,63,2026-04-27 01:58:20
23.10,63,2026-04-27 01:58:26
22.70,63,2026-04-27 01:58:31
22.70,63,2026-04-27 01:58:37
22.70,64,2026-04-27 01:58:43
22.70,64,2026-04-27 01:58:50
22.70,64,2026-04-27 01:58:57
22.70,64,2026-04-27 01:59:04
23.10,64,2026-04-27 01:59:11
23.10,64,2026-04-27 01:59:18
23.10,64,2026-04-27 01:59:25
22.70,64,2026-04-27 01:59:31
22.70,64,2026-04-27 01:59:38
